,UOK262,UOK262pFH,delta
R_EX_fald_e,0.0,0.0,0.0
R_EX_fmn_e,0.0,0.0,0.0
R_EX_fol_e,0.0,0.0,0.0
R_EX_for_e,0.0,0.0,0.0
R_EX_fru_e,0.0,0.0,0.0
R_EX_fuc13galacglcgal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_fuc14galacglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_fuc_L_e,0.0,0.0,0.0
R_EX_fucacgalfucgalacglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_fucacngal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_fucfuc12gal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_fucfuc132galacglcgal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_fucfucfucgalacglcgal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_fucfucgalacglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_fucgal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_fucgalfucgalacglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_fucgalgbside_hs_e,0.0,0.0,0.0
R_EX_fum_e,0.0477276749247,,
R_EX_gal_e,0.0,0.0,0.0
R_EX_galacglcgalgbside_hs_e,0.0,0.0,0.0
R_EX_galfuc12gal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_galfucgalacglcgal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e,0.0,0.0,0.0
R_EX_galgalgalthcrm_hs_e,0.0,0.0,0.0
R_EX_gbside_hs_e,0.0,0.0,0.0
R_EX_gchola_e,0.0,0.0,0.0
R_EX_glc_e,-1.34801743728,-0.324016708252,1.02400072903
R_EX_gln_L_e,-0.342530016109,-0.228034114395,0.114495901714
R_EX_glu_L_e,0.197063879084,0.102214155097,0.094849723987
R_EX_gluala_e,0.0,0.0,0.0
R_EX_gly_e,0.0291108642617,0.010152093956,0.0189587703057
R_EX_glyb_e,0.0,0.0,0.0
R_EX_glyc3p_e,0.0,0.0,0.0
R_EX_glyc_S_e,0.0,0.0,0.0
R_EX_glyc_e,0.0,0.0,0.0
R_EX_gsn_e,0.0,0.0,0.0
R_EX_gt1a_hs_e,0.0,0.0,0.0
R_EX_gthox_e,0.0,0.0,0.0
R_EX_gthrd_e,0.0,0.0,0.0
R_EX_gua_e,0.0,0.0,0.0
R_EX_h2o2_e,0.0,0.0,0.0
R_EX_h2o_e,0.992913526004,0.0,0.992913526004
R_EX_h_e,4.25903704638,0.769801690658,3.48923535573
R_EX_ha_e,0.0,0.0,0.0
R_EX_ha_pre1_e,0.0,0.0,0.0
R_EX_hco3_e,3.05976778634,0.388118851072,2.67164893527
R_EX_hdca_e,0.0,0.0,0.0
R_EX_hdcea_e,0.0,0.0,0.0
R_EX_hestratriol_e,0.0,0.0,0.0
R_EX_his_L_e,-0.1,-0.1,0.0
R_EX_hista_e,0.0,0.0,0.0
R_EX_hxan_e,0.0,0.0,0.0
R_EX_ile_L_e,-0.1,-0.1,0.0
R_EX_inost_e,-0.1,-0.1,0.0
R_EX_ins_e,0.0,0.0,0.0
R_EX_lac_D_e,0.0,0.0,0.0
R_EX_lac_L_e,3.54261375276,2.58028120787,0.96233254489
R_EX_lcts_e,0.0,0.0,0.0
R_EX_leu_L_e,-0.1,-0.1,0.0
R_EX_leuktrA4_e,0.0,0.0,0.0
R_EX_leuktrB4_e,0.0,0.0,0.0
R_EX_leuktrC4_e,0.0,0.0,0.0
R_EX_leuktrD4_e,0.0,0.0,0.0
R_EX_leuktrE4_e,0.0,0.0,0.0
R_EX_leuktrF4_e,0.0,0.0,0.0
R_EX_lnlc_e,0.0,0.0,0.0
R_EX_lnlnca_e,0.0,0.0,0.0
R_EX_lnlncg_e,0.0,0.0,0.0
R_EX_lpchol_hs_e,0.0,0.0,0.0
R_EX_lys_L_e,-0.1,-0.1,0.0
R_EX_mag_hs_e,0.0,0.0,0.0
R_EX_mal_L_e,0.000337870800942,0.00363058075518,-0.00329270995424
R_EX_man_e,0.0,0.0,0.0
R_EX_meoh_e,0.0,0.0,0.0
R_EX_mepi_e,0.0,0.0,0.0
R_EX_met_L_e,-0.1,-0.1,0.0
R_EX_mthgxl_e,0.0,0.0,0.0
R_EX_nac_e,0.0,0.0,0.0
R_EX_ncam_e,0.0,0.0,0.0
R_EX_nh4_e,3.74012363203,3.52695937079,0.213164261245
R_EX_no_e,0.0,0.0,0.0
R_EX_nrpphr_e,0.0,0.0,0.0
R_EX_nrpphrsf_e,0.0,0.0,0.0
R_EX_nrvnc_e,0.0,0.0,0.0
R_EX_o2_e,-11.9280519004,-7.90039406407,4.0276578363
R_EX_ocdcea_e,0.0,0.0,0.0
R_EX_orn_e,0.0,0.0,0.0
R_EX_orot_e,0.0,0.0,0.0
R_EX_oxa_e,0.0,0.0,0.0
R_EX_pchol_hs_e,0.0,0.0,0.0
R_EX_pe_hs_e,0.0,0.0,0.0
R_EX_pglyc_hs_e,0.0,0.0,0.0
R_EX_phe_L_e,-0.1,-0.1,0.0
R_EX_pheacgln_e,0.0,0.0,0.0
R_EX_pi_e,-0.0244912573119,-0.0365087226085,-0.0120174652967
R_EX_pnto_R_e,0.0,0.0,0.0
R_EX_ppa_e,0.0,0.0,0.0
R_EX_ppi_e,0.0,0.0,0.0
R_EX_prgstrn_e,1.36106403925e-12,0.0,1.36106403925e-12
R_EX_pro_L_e,0.0217935446536,0.0115657634085,0.0102277812451
R_EX_prostgd2_e,0.0,0.0,0.0
R_EX_prostgf2_e,0.0,0.0,0.0
R_EX_prostgh2_e,0.0,0.0,0.0
R_EX_prostgi2_e,0.0,0.0,0.0
R_EX_prpp_e,0.0,0.0,0.0
R_EX_ps_hs_e,0.0,0.0,0.0
R_EX_ptrc_e,0.0,0.0,0.0
R_EX_pydx5p_e,0.0,0.0,0.0
R_EX_pydx_e,0.0,0.0,0.0
R_EX_pydxn_e,0.0,0.0,0.0
R_EX_pyr_e,-0.641637572949,-0.467753925508,0.173883647441
R_EX_q10_e,0.0,0.0,0.0
R_EX_q10h2_e,0.0,0.0,0.0
R_EX_ribflv_e,0.0,0.0,0.0
R_EX_ser_L_e,-0.0566897279461,-0.0445922184519,0.0120975094942
R_EX_sfcys_e,0.0,0.0,0.0
R_EX_sl_L_e,0.0,0.0,0.0
R_EX_so4_e,0.29606302836,0.294131219819,0.00193180854094
R_EX_spc_hs_e,0.0,0.0,0.0
R_EX_sph1p_e,0.0,0.0,0.0
R_EX_sphs1p_e,0.0,0.0,0.0
R_EX_spmd_e,0.0,0.0,0.0
R_EX_sprm_e,0.0,0.0,0.0
R_EX_srtn_e,0.0,0.0,0.0
R_EX_strdnc_e,0.0,0.0,0.0
R_EX_succ_e,0.0145647471408,-0.000345297825126,0.0142194493157
R_EX_tag_hs_e,0.0,0.0,0.0
R_EX_taur_e,0.0,0.0,0.0
R_EX_tchola_e,0.0,0.0,0.0
R_EX_tdchola_e,0.0,0.0,0.0
R_EX_thf_e,0.0,0.0,0.0
R_EX_thm_e,0.0,0.0,0.0
R_EX_thmmp_e,0.0,0.0,0.0
R_EX_thmtp_e,0.0,0.0,0.0
R_EX_thr_L_e,-0.1,-0.1,0.0
R_EX_thym_e,0.0,0.0,0.0
R_EX_thymd_e,0.0,0.0,0.0
R_EX_tmndnc_e,0.0,0.0,0.0
R_EX_trp_L_e,-0.01,-0.01,0.0
R_EX_tststerone_e,-1.36106403925e-12,0.0,1.36106403925e-12
R_EX_tststeroneglc_e,0.0,0.0,0.0
R_EX_ttdca_e,0.0,0.0,0.0
R_EX_txa2_e,0.0,0.0,0.0
R_EX_tymsf_e,0.0,0.0,0.0
R_EX_tyr_L_e,-0.1,-0.1,0.0
R_EX_udp_e,0.0,0.0,0.0
R_EX_ump_e,0.0,0.0,0.0
R_EX_ura_e,0.0,0.0,0.0
R_EX_urate_e,0.0,0.0,0.0
R_EX_urea_e,0.992913526004,0.98943630741,0.00347721859411
R_EX_uri_e,0.0,0.0,0.0
R_EX_utp_e,0.0,0.0,0.0
R_EX_vacc_e,0.0,0.0,0.0
R_EX_val_L_e,-0.1,-0.1,0.0
R_EX_vitd3_e,0.0,0.0,0.0
R_EX_whddca_e,0.0,0.0,0.0
R_EX_whhdca_e,0.0,0.0,0.0
R_EX_xmp_e,0.0,0.0,0.0
R_EX_xolest2_hs_e,0.0,0.0,0.0
R_EX_xoltri24_e,0.0,0.0,0.0
R_EX_xoltri25_e,0.0,0.0,0.0
R_EX_xoltri27_e,0.0,0.0,0.0
R_EX_xylt_e,0.0,0.0,0.0
R_F1Atg,0.0,0.0,0.0
R_F1PGT,0.0,0.0,0.0
R_F6Tg,0.0,0.0,0.0
R_FA120ACPH,0.0,0.0,0.0
R_FA140ACPH,0.0,0.0,0.0
R_FA160ACPH,0.0,0.0,0.0
R_FA161ACPH,0.0,0.0,0.0
R_FACOAL120i,0.0,0.0,0.0
R_FACOAL140i,0.0,0.0,0.0
R_FACOAL160i,0.0,0.0,0.0
R_FACOAL161,0.0,0.0,0.0
R_FACOAL1812,0.0,0.0,0.0
R_FACOAL1813,0.0,0.0,0.0
R_FACOAL181i,0.0,0.0,0.0
R_FACOAL1821,0.0,0.0,0.0
R_FACOAL1831,0.0,0.0,0.0
R_FACOAL1832,0.0,0.0,0.0
R_FACOAL184,0.0,0.0,0.0
R_FACOAL191,0.0,0.0,0.0
R_FACOAL203,0.0,0.0,0.0
R_FACOAL204,0.0,0.0,0.0
R_FACOAL2042,0.0,0.0,0.0
R_FACOAL205,0.0,0.0,0.0
R_FACOAL224,0.0,0.0,0.0
R_FACOAL2251,0.0,0.0,0.0
R_FACOAL2252,0.0,0.0,0.0
R_FACOAL226,0.0,0.0,0.0
R_FACOAL240,0.0,0.0,0.0
R_FACOAL241,0.0,0.0,0.0
R_FADDP,0.0,0.0,0.0
R_FADDPle,0.0,0.0,0.0
R_FADH2ETC,0.0,2.7771499339,-2.7771499339
R_FADH2tru,0.000402413728176,0.000514158906151,-0.000111745177975
R_FADH2tx,0.0,0.0,0.0
R_FADtru,0.000402413728176,0.000514158906151,-0.000111745177975
R_FADtx,0.0,0.0,0.0
R_FAEL183,0.0,0.0,0.0
R_FAEL184,0.0,0.0,0.0
R_FAEL204,0.0,0.0,0.0
R_FAEL205,0.0,0.0,0.0
R_FAH1,0.0,0.0,0.0
R_FAH3,0.0,0.0,0.0
R_FALDH,0.00551606839424,0.0,0.00551606839424
R_FALDtly,0.0,0.0,0.0
R_FALDtm,0.00551606839424,0.0,0.00551606839424
R_FAOXC10080m,0.0,0.0,0.0
R_FAOXC10080x,0.0,0.0,0.0
R_FAOXC101C102m,0.0,0.0,0.0
R_FAOXC101C102x,0.0,0.0,0.0
R_FAOXC101C8m,0.0,0.0,0.0
R_FAOXC101C8x,0.0,0.0,0.0
R_FAOXC101_3Em,0.0,0.0,0.0
R_FAOXC101_4Em,0.0,0.0,0.0
R_FAOXC101_4Zm,0.0,0.0,0.0
R_FAOXC101_4Zx,0.0,0.0,0.0
R_FAOXC101m,0.0,0.0,0.0
R_FAOXC101x,0.0,0.0,0.0
R_FAOXC102C101m,0.0,0.0,0.0
R_FAOXC102C101x,0.0,0.0,0.0
R_FAOXC102C103m,0.0,0.0,0.0
R_FAOXC102C103x,0.0,0.0,0.0
R_FAOXC102C81m,0.0,0.0,0.0
R_FAOXC102C81x,0.0,0.0,0.0
R_FAOXC102_4Z_7Zm,0.0,0.0,0.0
R_FAOXC102m,0.0,0.0,0.0
R_FAOXC102x,0.0,0.0,0.0
R_FAOXC103C102m,0.0,0.0,0.0
R_FAOXC103C102x,0.0,0.0,0.0
R_FAOXC10C10OHm,0.0,0.0,0.0
R_FAOXC10DCC8DCx,0.0,0.0,0.0
R_FAOXC120100m,0.0,0.0,0.0
R_FAOXC120100x,0.0,0.0,0.0
R_FAOXC121C101m,0.0,0.0,0.0
R_FAOXC121C10x,0.0,0.0,0.0
R_FAOXC121_3Em,0.0,0.0,0.0
R_FAOXC121_3Zm,0.0,0.0,0.0
R_FAOXC121_5Em,0.0,0.0,0.0
R_FAOXC121x,0.0,0.0,0.0
R_FAOXC122C101m,0.0,0.0,0.0
R_FAOXC122_3E_6Em,0.0,0.0,0.0
R_FAOXC122_3Z_6Zm,0.0,0.0,0.0
R_FAOXC122_3Z_6Zx,0.0,0.0,0.0
R_FAOXC122m,0.0,0.0,0.0
R_FAOXC122x,0.0,0.0,0.0
R_FAOXC123C102m,0.0,0.0,0.0
R_FAOXC123C102x,0.0,0.0,0.0
R_FAOXC123_3Z_6Z_9Zm,0.0,0.0,0.0
R_FAOXC123m,0.0,0.0,0.0
R_FAOXC123x,0.0,0.0,0.0
R_FAOXC12C12OHm,0.0,0.0,0.0
R_FAOXC12DCC10DCx,0.0,0.0,0.0
R_FAOXC12DCTc,0.0,0.0,0.0
R_FAOXC12DCc,0.0,0.0,0.0
R_FAOXC12DCx,0.0,0.0,0.0
R_FAOXC140120m,0.0,0.0,0.0
R_FAOXC140120x,0.0,0.0,0.0
R_FAOXC141C121m,0.0,0.0,0.0
R_FAOXC141C121x,0.0,0.0,0.0
R_FAOXC141_5Em,0.0,0.0,0.0
R_FAOXC141_5Zm,0.0,0.0,0.0
R_FAOXC141_7Em,0.0,0.0,0.0
R_FAOXC142C122x,0.0,0.0,0.0
R_FAOXC142_5E_8Em,0.0,0.0,0.0
R_FAOXC142_5Z_8Zm,0.0,0.0,0.0
R_FAOXC142_5Z_8Zx,0.0,0.0,0.0
R_FAOXC143C123m,0.0,0.0,0.0
R_FAOXC143C123x,0.0,0.0,0.0
R_FAOXC143_5Z_8Z_11Zm,0.0,0.0,0.0
R_FAOXC14C14OHm,0.0,0.0,0.0
R_FAOXC14DCC12DCx,0.0,0.0,0.0
R_FAOXC15ATPx,0.0,0.0,0.0
R_FAOXC160140m,0.0,0.0,0.0
R_FAOXC160140x,0.0,0.0,0.0
R_FAOXC161140m,0.0,0.0,0.0
R_FAOXC161C141m,0.0,0.0,0.0
R_FAOXC161C141x,0.0,0.0,0.0
R_FAOXC161_7Em,0.0,0.0,0.0
R_FAOXC161_7Zm,0.0,0.0,0.0
R_FAOXC161_9Em,0.0,0.0,0.0
R_FAOXC162C142m,0.0,0.0,0.0
R_FAOXC162_7E_10Em,0.0,0.0,0.0
R_FAOXC162_7Z_10Zm,0.0,0.0,0.0
R_FAOXC163C142x,0.0,0.0,0.0
R_FAOXC163C143m,0.0,0.0,0.0
R_FAOXC163C164Gm,0.0,0.0,0.0
R_FAOXC163C164x,0.0,0.0,0.0
R_FAOXC163GC142m,0.0,0.0,0.0
R_FAOXC163Gm,0.0,0.0,0.0
R_FAOXC163_4Z_7Z_10Zm,0.0,0.0,0.0
R_FAOXC163_4Z_7Z_10Zx,0.0,0.0,0.0
R_FAOXC163_7Z_10Z_13Zm,0.0,0.0,0.0
R_FAOXC163x,0.0,0.0,0.0
R_FAOXC164C143m,0.0,0.0,0.0
R_FAOXC164C143x,0.0,0.0,0.0
R_FAOXC164C163x,0.0,0.0,0.0
R_FAOXC164C165m,0.0,0.0,0.0
R_FAOXC164C165x,0.0,0.0,0.0
R_FAOXC164GC163m,0.0,0.0,0.0
R_FAOXC164_4Z_7Z_10Z_13Zm,0.0,0.0,0.0
R_FAOXC164m,0.0,0.0,0.0
R_FAOXC164x,0.0,0.0,0.0
R_FAOXC165C164m,0.0,0.0,0.0
R_FAOXC165C164x,0.0,0.0,0.0
R_FAOXC16BRx,0.0,0.0,0.0
R_FAOXC16C16OHm,0.0,0.0,0.0
R_FAOXC16DCC14DCx,0.0,0.0,0.0
R_FAOXC16DCr,0.0,0.0,0.0
R_FAOXC16OHC16r,0.0,0.0,0.0
R_FAOXC180,0.0,0.0,0.0
R_FAOXC180x,0.0,0.0,0.0
R_FAOXC1811601m,0.0,0.0,0.0
R_FAOXC181C161m,0.0,0.0,0.0
R_FAOXC181C161x,0.0,0.0,0.0
R_FAOXC181_11Em,0.0,0.0,0.0
R_FAOXC181_9Em,0.0,0.0,0.0
R_FAOXC181_9Zm,0.0,0.0,0.0
R_FAOXC182806m,0.0,0.0,0.0
R_FAOXC182C162m,0.0,0.0,0.0
R_FAOXC182_9E_12Em,0.0,0.0,0.0
R_FAOXC182_9Z_12Zm,0.0,0.0,0.0
R_FAOXC183806m,0.0,0.0,0.0
R_FAOXC183806x,0.0,0.0,0.0
R_FAOXC183C163Gm,0.0,0.0,0.0
R_FAOXC183C163m,0.0,0.0,0.0
R_FAOXC183_6Z_9Z_12Zm,0.0,0.0,0.0
R_FAOXC183_6Z_9Z_12Zx,0.0,0.0,0.0
R_FAOXC183_9Z_12Z_15Zm,0.0,0.0,0.0
R_FAOXC184C163m,0.0,0.0,0.0
R_FAOXC184C163x,0.0,0.0,0.0
R_FAOXC184C164m,0.0,0.0,0.0
R_FAOXC184C164x,0.0,0.0,0.0
R_FAOXC184_3Z_6Z_9Z_12Zm,0.0,0.0,0.0
R_FAOXC184_3Z_6Z_9Z_12Zx,0.0,0.0,0.0
R_FAOXC184_6Z_9Z_12Z_15Zm,0.0,0.0,0.0
R_FAOXC184m,0.0,0.0,0.0
R_FAOXC184x,0.0,0.0,0.0
R_FAOXC185C164m,0.0,0.0,0.0
R_FAOXC185_3Z_6Z_9Z_12Z_15Zm,0.0,0.0,0.0
R_FAOXC185m,0.0,0.0,0.0
R_FAOXC200180m,0.0,0.0,0.0
R_FAOXC200180x,0.0,0.0,0.0
R_FAOXC201181x,0.0,0.0,0.0
R_FAOXC201C181x,0.0,0.0,0.0
R_FAOXC2031836m,0.0,0.0,0.0
R_FAOXC204184m2,0.0,0.0,0.0
R_FAOXC204C184m,0.0,0.0,0.0
R_FAOXC204C205x,0.0,0.0,0.0
R_FAOXC204_5Z_8Z_11Z_14Zm,0.0,0.0,0.0
R_FAOXC204_5Z_8Z_11Z_14Zx,0.0,0.0,0.0
R_FAOXC2051843m,0.0,0.0,0.0
R_FAOXC2051843x,0.0,0.0,0.0
R_FAOXC205C184x,0.0,0.0,0.0
R_FAOXC205C185m,0.0,0.0,0.0
R_FAOXC205_5Z_8Z_11Z_14Z_17Zm,0.0,0.0,0.0
R_FAOXC221201x,0.0,0.0,0.0
R_FAOXC221C201x,0.0,0.0,0.0
R_FAOXC2242046m,0.0,0.0,0.0
R_FAOXC2242046x,0.0,0.0,0.0
R_FAOXC2251836m,0.0,0.0,0.0
R_FAOXC2251836x,0.0,0.0,0.0
R_FAOXC2252053m,0.0,0.0,0.0
R_FAOXC2252053x,0.0,0.0,0.0
R_FAOXC225C204m,0.0,0.0,0.0
R_FAOXC225C204x,0.0,0.0,0.0
R_FAOXC225C226m,0.0,0.0,0.0
R_FAOXC225C226x,0.0,0.0,0.0
R_FAOXC225_4Z_7Z_10Z_13Z_16Zm,0.0,0.0,0.0
R_FAOXC225_4Z_7Z_10Z_13Z_16Zx,0.0,0.0,0.0
R_FAOXC225m,0.0,0.0,0.0
R_FAOXC225x,0.0,0.0,0.0
R_FAOXC226205m,0.0,0.0,0.0
R_FAOXC226205x,0.0,0.0,0.0
R_FAOXC226C205m,0.0,0.0,0.0
R_FAOXC226C225m,0.0,0.0,0.0
R_FAOXC226C225x,0.0,0.0,0.0
R_FAOXC226C227m,0.0,0.0,0.0
R_FAOXC226m,0.0,0.0,0.0
R_FAOXC227C226m,0.0,0.0,0.0
R_FAOXC241221x,0.0,0.0,0.0
R_FAOXC241C221x,0.0,0.0,0.0
R_FAOXC4020m,0.0,0.0,0.0
R_FAOXC4C4DCc,0.0,0.0,0.0
R_FAOXC6040m,0.0,0.0,0.0
R_FAOXC61C4m,0.0,0.0,0.0
R_FAOXC61C4x,0.0,0.0,0.0
R_FAOXC61_3Zm,0.0,0.0,0.0
R_FAOXC61m,0.0,0.0,0.0
R_FAOXC61x,0.0,0.0,0.0
R_FAOXC6C4x,0.0,0.0,0.0
R_FAOXC6DCC4DCx,0.0,0.0,0.0
R_FAOXC8060m,0.0,0.0,0.0
R_FAOXC81C61m,0.0,0.0,0.0
R_FAOXC81C61x,0.0,0.0,0.0
R_FAOXC81_5Zm,0.0,0.0,0.0
R_FAOXC8C6x,0.0,0.0,0.0
R_FAOXC8DCC6DCx,0.0,0.0,0.0
R_FAOXOHC16C16DCc,0.0,0.0,0.0
R_FAOXTC101TC102m,0.0,0.0,0.0
R_FAOXTC102C101m,0.0,0.0,0.0
R_FAOXTC122TC101m,0.0,0.0,0.0
R_FAOXTC122m,0.0,0.0,0.0
R_FAOXTC142TC122m,0.0,0.0,0.0
R_FAOXTC162TC142m,0.0,0.0,0.0
R_FAOXTC182TC162m,0.0,0.0,0.0
R_FAS100COA,0.011152389243,0.0166246869285,-0.00547229768548
R_FAS120COA,0.011152389243,0.0166246869285,-0.00547229768548
R_FAS140COA,0.011152389243,0.0166246869285,-0.00547229768548
R_FAS160COA,0.011152389243,0.0166246869285,-0.00547229768548
R_FAS180COA,0.0,0.0,0.0
R_FAS80COA_L,0.011152389243,0.0166246869285,-0.00547229768548
R_FATP1t,0.0,0.0,0.0
R_FATP2t,0.0,0.0,0.0
R_FATP3t,0.0,0.0,0.0
R_FATP4t,0.0,0.0,0.0
R_FATP5t,0.0,0.0,0.0
R_FATP6t,0.0,0.0,0.0
R_FATP7t,0.0,0.0,0.0
R_FATP8t,0.0,0.0,0.0
R_FATP9t,0.0,0.0,0.0
R_FBA,1.37427075333,0.346795973915,1.02747477942
R_FBA2,0.0,0.0,0.0
R_FBA4,0.0,0.0,0.0
R_FBP,0.0,0.0,0.0
R_FBP26,0.0,0.0,0.0
R_FCLTm,0.0,0.0,0.0
R_FDH,0.0156560186615,0.0102086216081,0.00544739705336
R_FE2DMT1,0.0,0.0,0.0
R_FE2t,0.0,0.0,0.0
R_FE2tm,0.0,0.0,0.0
R_FE3MTP1,0.0,0.0,0.0
R_FE3R2e,0.0,0.0,0.0
R_FERO,0.0,0.0,0.0
R_FK,0.0,0.0,0.0
R_FKYNH,0.00973753653904,0.00960874994823,0.000128786590807
R_FMNALKPle,0.0,0.0,0.0
R_FMNAT,0.0,0.0,0.0
R_FOAXC122C101x,0.0,0.0,0.0
R_FOLABCCte,0.0,0.0,0.0
R_FOLOAT1tc,0.0,0.0,0.0
R_FOLOAT2tc,0.0,0.0,0.0
R_FOLOATPtc,0.0,0.0,0.0
R_FOLR2,0.0,0.0,0.0
R_FOLTle,0.0,0.0,0.0
R_FOLt2,0.0,0.0,0.0
R_FOLt2le,0.0,0.0,0.0
R_FORt2m,0.0,0.0,0.0
R_FORtr,-0.000402413728176,-0.000599871659865,-0.000197457931689
R_FPGS,0.0,0.0,0.0
R_FPGS2,0.0,0.0,0.0
R_FPGS2m,0.0,0.0,0.0
R_FPGS3,0.0,0.0,0.0
R_FPGS3m,0.0,0.0,0.0
R_FPGS4,0.0,0.0,0.0
R_FPGS4m,0.0,0.0,0.0
R_FPGS5,0.0,0.0,0.0
R_FPGS5m,0.0,0.0,0.0
R_FPGS6,0.0,0.0,0.0
R_FPGS6m,0.0,0.0,0.0
R_FPGS7,0.0,0.0,0.0
R_FPGS7m,0.0,0.0,0.0
R_FPGS8,0.0,0.0,0.0
R_FPGS8m,0.0,0.0,0.0
R_FPGS9,0.0,0.0,0.0
R_FPGS9m,0.0,0.0,0.0
R_FPGSm,0.0,0.0,0.0
R_FRDPtc,0.0,0.0,0.0
R_FRDPtcr,0.000804827456352,0.00119974331973,-0.000394915863377
R_FRDPtr,0.0,0.0,0.0
R_FRUt1r,0.0,0.0,0.0
R_FRUt4,0.0,0.0,0.0
R_FTCD,0.0975065379453,0.0962830362961,0.00122350164917
R_FTHFDH,1.07784982143,0.0,1.07784982143
R_FTHFL,0.0,0.0,0.0
R_FTHFLm,0.0,0.0,0.0
R_FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
R_FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_FUC14GALACGLCGALGLUSIDEte,0.0,0.0,0.0
R_FUC14GALACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_FUCACGALFUCGALACGLCGALGLUSIDEte,0.0,0.0,0.0
R_FUCACGALFUCGALACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_FUCACNGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
R_FUCACNGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_FUCASE2ly,0.0,0.0,0.0
R_FUCASEe,0.0,0.0,0.0
R_FUCASEly,0.0,0.0,0.0
R_FUCFUC12GAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
R_FUCFUC12GAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
R_FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
R_FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
R_FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_FUCFUCGALACGLCGALGLUSIDEte,0.0,0.0,0.0
R_FUCFUCGALACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_FUCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
R_FUCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_FUCGALFUCGALACGLCGALGLUSIDEte,0.0,0.0,0.0
R_FUCGALFUCGALACGLCGALGLUSIDEtg,0.0,0.0,0.0
R_FUCGALGBSIDEte,0.0,0.0,0.0
R_FUCGALGBSIDEtg,0.0,0.0,0.0
R_FUCtly,0.0,0.0,0.0
R_FUM,,0.192961880269,
R_FUMAC,0.191732381254,0.187675593965,0.00405678728925
R_FUMSO3tm,0.0177538933394,0.0,0.0177538933394
R_FUMSO4tm,0.0,0.0,0.0
R_FUMTSULtm,0.0,0.0,0.0
R_FUMm,,2.66621718438,
R_FUMtm,0.0,0.0,0.0
R_FUT11g,0.0,0.0,0.0
R_FUT12g,0.0,0.0,0.0
R_FUT14g,0.0,0.0,0.0
R_FUT15g,0.0,0.0,0.0
R_FUT16g,0.0,0.0,0.0
R_FUT17g,0.0,0.0,0.0
R_FUT18g,0.0,0.0,0.0
R_FUT31g,0.0,0.0,0.0
R_FUT33g,0.0,0.0,0.0
R_FUT34g,0.0,0.0,0.0
R_FUT35g,0.0,0.0,0.0
R_FUT910g,0.0,0.0,0.0
R_FUT911g,0.0,0.0,0.0
R_FUT91g,0.0,0.0,0.0
R_FUT92g,0.0,0.0,0.0
R_FUT93g,0.0,0.0,0.0
R_FUT94g,0.0,0.0,0.0
R_FUT95g,0.0,0.0,0.0
R_FUT96g,0.0,0.0,0.0
R_FUT97g,0.0,0.0,0.0
R_FUT98g,0.0,0.0,0.0
R_FUT99g,0.0,0.0,0.0
R_FVSGLUChc,0.0,0.0,0.0
R_FVShc,0.0,0.0,0.0
R_FVSteb,0.0,0.0,0.0
R_FVStep,0.0,0.0,0.0
R_FVStu,0.0,0.0,0.0
R_G12MT1_U,0.0,0.0,0.0
R_G12MT2_U,0.0,0.0,0.0
R_G13MT_U,0.0,0.0,0.0
R_G14T10g,0.0,0.0,0.0
R_G14T11g,0.0,0.0,0.0
R_G14T12g,0.0,0.0,0.0
R_G14T13g,0.0,0.0,0.0
R_G14T14g,0.0,0.0,0.0
